reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
damp_e -->	868.789974733	371.094892401	388.209729936	5.29289832563
dca_e -->	301.740333958	-489.705189238	-472.590351703	5.86059006371
dcmp_e -->	1192.33805555	694.711343168	711.826180703	8.08763170936
dcyt_e -->	351.109575079	-190.700767964	-173.58593043	8.08532581469
ddca_e -->	287.81066178	-670.38561682	-653.270779285	7.29716364508
dgmp_e -->	1092.9574848	595.349419069	612.464256604	195996.398572
dgsn_e -->	251.72900433	-290.019890898	-272.905053363	195996.398579
dha_e -->	451.67229719	201.546166166	218.661003701	1.23916578231
dimp_e -->	1086.67680708	630.66458662	647.779424155	5.45654486153
din_e -->	245.448326615	-254.803805134	-237.6889676	5.62363721159
dms_e -->	-6.39432129749	-256.520454404	-239.405616869	8.24997079544
dmso_e -->	nan	nan	nan	0.0
dopa_e -->	297.116404499	-202.502731082	-185.387893547	7.34521748098
dtmp_e -->	1409.43515435	872.34817967	889.463017205	8.11538906208
dump_e -->	1410.2248879	956.311673183	973.426510718	8.21898835752
duri_e -->	568.99640743	70.0576198854	87.1724574201	8.14485865137
eca4colipa_e -->	nan	nan	nan	0.0
enlipa_e -->	nan	nan	nan	0.0
enter_e -->	1963.71374388	840.493276063	857.608113598	30.9112628684
etha_e -->	196.763362855	-136.115026678	-119.000189144	3.20938814842
ethso3_e -->	nan	nan	nan	0.0
etoh_e -->	179.930772208	-70.1953608984	-53.0805233637	1.80477366157
f6p_e -->	1756.18983328	1300.1836482	1317.29848573	2.3013674056
fald_e -->	nan	nan	nan	0.0
fe2_e <=>	nan	nan	nan	0.0
fe3_e <=>	nan	nan	nan	0.0
fe3dcit_e -->	1161.75957584	958.838553806	975.953391341	3.90449327181
fe3dhbzs_e -->	nan	nan	nan	0.0
fe3hox_e -->	nan	nan	nan	0.0
fe3hox_un_e -->	nan	nan	nan	0.0
fecrm_e -->	1152.93183552	-722.509342314	-705.394504779	587989.196821
fecrm_un_e -->	nan	nan	nan	0.0
feenter_e -->	1963.71374388	840.493276063	857.608113598	30.9112628684
feoxam_e -->	599.295417127	-1441.23503836	-1424.12020082	587989.196464
feoxam_un_e -->	nan	nan	nan	0.0
for_e -->	nan	nan	nan	0.0
fru_e -->	914.961352809	414.712461969	431.827299504	2.24189531945
frulys_e -->	1045.74675398	4.5353659474	21.6502034821	8.56565160152
fruur_e -->	1092.48960327	717.91804083	735.032878365	2.41073499346
fuc__L_e -->	758.508095787	258.256152119	275.370989653	2.07091285704
fum_e -->	597.92458975	516.999022691	534.113860226	2.83524687025
g1p_e -->	1749.3714416	1293.35002307	1310.46486061	2.53491326319
g3pc_e -->	1007.16239669	173.408632465	190.523469999	195996.398772
g3pe_e -->	1088.44513604	504.823931321	521.938768855	138590.382579
g3pg_e -->	1380.95287283	797.937319909	815.052157444	138590.382561
g3pi_e -->	1863.36225964	1113.59599376	1130.71083129	138590.382856
g3ps_e -->	nan	nan	nan	0.0
g6p_e -->	1756.82589166	1300.81184368	1317.92668121	2.28100786603
gal1p_e -->	1749.3714416	1293.35002307	1310.46486061	2.53491326319
gal_e -->	915.597411188	415.34546752	432.460305055	2.17681994587
gal_bD_e -->	915.597411188	415.34546752	432.460305055	2.17681994587
galct__D_e -->	1301.08063667	970.027686131	987.142523666	3.3945871877
galctn__D_e -->	1123.55238621	665.600148842	682.714986377	2.80662551551
galctn__L_e -->	1123.55238621	665.600148842	682.714986377	2.80662551551
galt_e -->	946.024135743	362.396508372	379.511345907	3.05995012823
galur_e -->	nan	nan	nan	0.0
gam6p_e -->	1609.11471685	1068.47026198	1085.58509951	3.41109626821
gam_e -->	767.886236378	185.091744973	202.206582508	3.43677132691
gbbtn_e -->	279.079201782	-346.231626542	-329.116789007	138590.382713
gdp_e -->	2173.65609032	1637.31325393	1654.42809147	195996.398566
glc__D_e <=>	915.597411188	415.34546752	432.460305055	2.17681994587
glcn_e -->	1123.55238621	665.600148842	682.714986377	2.80662551551
glcr_e -->	1301.08063667	970.027686131	987.142523666	3.3945871877
glcur1p_e -->	1926.89969206	1598.97850546	1616.093343	2.83301975907
glcur_e -->	1093.12566165	718.549212007	735.664049542	2.38067233668
gln__L_e -->	518.089463354	101.231514603	118.346352138	5.20512130681
glu__L_e -->	685.332933102	352.475492032	369.590329566	2.94131157789
gly_e -->	374.291613317	165.889961591	183.004799126	2.79628538433
glyald_e -->	449.195012702	199.068888899	216.183726433	1.41015013322
glyb_e -->	293.00887396	-165.555674955	-148.44083742	138590.382699
glyc2p_e -->	1325.69130958	1036.41041675	1053.52525429	2.63256875549
glyc3p_e -->	1330.49958011	1041.32381057	1058.4386481	2.42642435757
glyc_e -->	489.271099642	155.769590414	172.884427949	2.14177055731
glyc__R_e -->	666.799350104	458.973238815	476.088076349	1.89174501071
glyclt_e -->	514.54833807	390.097673454	407.212510988	1.85431433317
gmp_e -->	1263.22276333	765.601762126	782.71659966	195996.398554
gsn_e -->	421.994282856	-119.778532169	-102.663694635	195996.398563
gthox_e -->	1834.19388032	586.055627528	603.170465063	17.5501330327
gthrd_e -->	nan	nan	nan	0.0
gtp_e -->	3039.32472116	2506.96448855	2524.07932608	195996.398602
gua_e -->	-84.7243455494	-292.97013619	-275.855298655	195996.398579
h2_e -->	nan	nan	nan	0.0
h2o2_e -->	nan	nan	nan	0.0
h2o_e <=>	nan	nan	nan	0.0
h2s_e -->	nan	nan	nan	0.0
h_e <=>	0.0	0.0	0.0	0.0
hacolipa_e -->	nan	nan	nan	0.0
halipa_e -->	nan	nan	nan	0.0
hdca_e -->	259.951317424	-1031.74647198	-1014.63163445	10.2086216002
hdcea_e -->	179.72899082	-1028.59260369	-1011.47776615	9.94367809668
hg2_e -->	nan	nan	nan	0.0
his__L_e -->	185.451555681	-189.152339815	-172.03750228	7.72388244582
hom__L_e -->	514.769518729	139.624475237	156.739312772	2.66490457803
hxa_e -->	329.599678314	-128.34111367	-111.226276136	3.1153728726
hxan_e -->	-91.0050232649	-257.709586491	-240.594748956	5.12052916604
idon__L_e -->	1123.55238621	665.600148842	682.714986377	2.80662551551
ile__L_e -->	341.06879334	-200.854577963	-183.739740428	3.55504243893
imp_e -->	1256.94208561	800.927613353	818.042450888	4.9206465717
indole_e -->	-210.91442927	-502.728251227	-485.613413693	8.12798747303
inost_e -->	979.134936513	478.882703308	495.997540843	9.62386518867
ins_e -->	415.713605141	-84.53850309	-67.4236655553	5.14747654092
isetac_e -->	931.265262829	723.438897341	740.553734876	138590.382546
k_e <=>	nan	nan	nan	0.0
kdo2lipid4_e -->	5720.54806009	-427.177008292	-410.062170758	39.7762414039
lac__D_e -->	509.710034703	301.884243871	318.999081405	1.67411695006
lac__L_e -->	509.710034703	301.884243871	318.999081405	1.67411695006
lcts_e -->	1579.77673774	662.647944927	679.762782462	4.3717661456
leu__L_e -->	341.06879334	-200.851705601	-183.736868066	3.55504243893
lipa_e -->	5842.82662134	-2305.90751189	-2288.79267436	56.4608246374
lipa_cold_e -->	nan	nan	nan	0.0
lys__L_e -->	360.583121798	-264.105756933	-246.990919399	4.9902545113
lyx__L_e -->	759.751418806	342.874845499	359.989683033	2.32950342638
mal__D_e -->	837.362764477	673.068162384	690.182999919	2.60209714442
mal__L_e -->	837.362764477	673.068162384	690.182999919	2.60209714442
malt_e -->	1579.77673774	662.647944927	679.762782462	4.3717661456
malthx_e -->	4236.49404397	1651.85779084	1668.97262837	16.3441422434
maltpt_e -->	3572.31471742	1404.55533228	1421.67016981	13.2871292456
malttr_e -->	2243.9560643	909.950408862	927.065246397	7.24834328444
maltttr_e -->	2908.13539086	1157.25287465	1174.36771218	10.24777871
man6p_e -->	1756.82589166	1300.81184368	1317.92668121	2.28100786603
man_e -->	915.597411188	415.34546752	432.460305055	2.17681994587
manglyc_e -->	1333.62485618	708.921880743	726.036718277	3.38533074344
melib_e -->	1587.2311878	670.102394984	687.217232519	4.3771163476
met__D_e -->	321.479589135	-137.064666494	-119.949828959	7.573261217
met__L_e -->	321.479589135	-137.064666494	-119.949828959	7.573261217
metsox_R__L_e -->	nan	nan	nan	0.0
metsox_S__L_e -->	nan	nan	nan	0.0
mg2_e <=>	nan	nan	nan	0.0
minohp_e -->	5981.77911899	5819.7935562	5836.90839374	16.4738793189
mmet_e -->	345.776473861	-237.223817017	-220.108979482	195996.398513
mn2_e <=>	nan	nan	nan	0.0
mnl_e -->	946.024135743	362.396508372	379.511345907	3.05995012823
mobd_e <=>	nan	nan	nan	0.0
mso3_e -->	781.140783516	656.689795731	673.804633266	138590.382546
n2o_e -->	nan	nan	nan	0.0
na1_e <=>	nan	nan	nan	0.0
nac_e -->	187.813763008	21.6765632513	38.791400786	5.1656136163
nh4_e <=>	nan	nan	nan	0.0
ni2_e -->	nan	nan	nan	0.0
nmn_e -->	1409.85651794	827.232538229	844.347375764	9.91014718518
no2_e -->	nan	nan	nan	0.0
no3_e -->	nan	nan	nan	0.0
no_e -->	nan	nan	nan	0.0
o16a4colipa_e -->	nan	nan	nan	0.0
o2_e <=>	nan	nan	nan	0.0
o2s_e -->	nan	nan	nan	0.0
ocdca_e -->	246.021645246	-1212.42689957	-1195.31206203	11.6739552561
ocdcea_e -->	165.799318642	-1209.27303127	-1192.15819373	11.3886579452
octa_e -->	315.670006136	-309.018519107	-291.903681572	4.45333203181
orn_e -->	367.547957887	-173.765563981	-156.650726447	4.81479265587
orot_e -->	566.370889865	441.92019027	459.035027805	6.68423252487
pacald_e -->	-9.00774751353	-342.509258322	-325.394420787	5.09137867651
peamn_e -->	-109.188385327	-608.822212461	-591.707374927	5.49180617015
phe__L_e -->	215.782606636	-242.759193915	-225.64435638	5.07670544272
pheme_e -->	nan	nan	nan	0.0
pi_e <=>	nan	nan	nan	0.0
pnto__R_e -->	770.696012525	104.316530354	121.431367889	8.55764671924
ppa_e -->	350.49418658	142.67317891	159.788016445	1.65608511877
ppal_e -->	132.889849178	-117.236283928	-100.121446393	1.6331526984
pppn_e -->	201.6317538	-172.940250167	-155.825412633	4.88350096443
ppt_e -->	nan	nan	nan	0.0
pro__L_e -->	289.011732966	-86.1771520641	-69.0623145294	15.8055869544
progly_e -->	nan	nan	nan	0.0
psclys_e -->	nan	nan	nan	0.0
pser__L_e -->	1362.96283529	1115.52724038	1132.64207791	3.05486637897
ptrc_e -->	42.5769659238	-538.599347097	-521.484509562	5.56022562886
pyr_e -->	472.111232251	347.660325645	364.77516318	1.84123135343
r5p_e -->	1599.08994283	1226.45125362	1243.56609116	2.39860337688
rib__D_e -->	757.861462363	340.984889054	358.099726589	2.31772372764
rmn_e -->	758.508095787	258.256152119	275.370989653	2.07091285704
sbt__D_e -->	946.024135743	362.396508372	379.511345907	3.05995012823
ser__D_e -->	521.734354818	229.995034259	247.109871793	2.7426326744
ser__L_e -->	521.734354818	229.995034259	247.109871793	2.7426326744
skm_e -->	820.128380505	445.552470156	462.66730769	8.63220875275
so2_e -->	nan	nan	nan	0.0
so3_e -->	nan	nan	nan	0.0
so4_e <=>	nan	nan	nan	0.0
spmd_e -->	9.11379158412	-902.452891081	-885.338053546	10.4511862592
succ_e -->	678.146916354	513.872819431	530.987656965	2.66785905186
sucr_e -->	1568.09222211	650.963160414	668.077997948	5.31699979007
sulfac_e -->	1108.79351329	1027.86650019	1044.98133772	138590.382546
tartr__L_e -->	996.578612599	832.279774076	849.394611611	2.88612808524
taur_e -->	791.008538075	499.223960907	516.338798442	138590.38256
tcynt_e -->	-92.609691808	-91.9976127387	-74.882775204	13.3948349067
thm_e -->	-182.476096625	-890.145112724	-873.030275189	195996.398975
thr__L_e -->	516.896051451	141.770414505	158.88525204	2.70941618977
thrp_e -->	1353.31626139	1022.48330707	1039.59814461	3.32950143793
thym_e -->	231.753324002	-18.3727867883	-1.25794925355	6.52843805893
thymd_e -->	568.206673882	-13.9861178819	3.12871965284	7.9832734994
tma_e -->	-37.1732279121	-453.427491086	-436.312653551	13.3948351043
tmao_e -->	nan	nan	nan	0.0
tre_e -->	1579.77673774	662.647662202	679.762499737	4.3717661456
trp__L_e -->	123.134583703	-377.092138372	-359.977300837	8.00050798822
tsul_e -->	nan	nan	nan	0.0
ttdca_e -->	273.880989602	-851.066044401	-833.951206867	8.74862333687
ttdcea_e -->	nan	nan	nan	0.0
tungs_e <=>	nan	nan	nan	0.0
tym_e -->	93.9640095861	-405.667593222	-388.552755687	5.39983434989
tyr__L_e -->	418.935001549	-39.5880687572	-22.4732312224	5.10547185549
tyrp_e -->	nan	nan	nan	0.0
uacgam_e -->	3117.87484377	2080.68589032	2097.80072786	10.9448399804
udpacgal_e -->	3117.87484377	2080.68589032	2097.80072786	10.9448399804
udpg_e -->	3144.84433497	2232.70906572	2249.82390325	9.71416710289
udpgal_e -->	3144.84433497	2232.70906572	2249.82390325	9.71416710289
udpglcur_e -->	3322.37258544	2539.21260146	2556.327439	9.88391275904
ump_e -->	1580.49016642	1126.88284281	1143.99768034	7.87072178011
ura_e -->	232.54305755	65.79236504	82.9072025747	6.99457451675
urea_e -->	179.404514325	12.6537594753	29.76859701	7.78165847328
uri_e -->	739.261685956	240.547200854	257.662038389	7.82096877398
val__L_e -->	348.033629429	-110.514752508	-93.3999149733	3.40540533765
xan_e -->	112.147371648	-54.4964235096	-37.3815859748	6.00623751021
xmp_e -->	1460.09448052	1004.08037706	1021.1952146	5.98176874598
xtsn_e -->	618.866000054	118.614035048	135.728872583	6.12721368265
xyl__D_e -->	759.751418806	342.874845499	359.989683033	2.32950342638
xylu__L_e -->	759.115360427	342.241770502	359.356608037	2.34620252731
zn2_e <=>	nan	nan	nan	0.0
0.000223 10fthf_c + 0.000223 2ohph_c + 0.5137 ala__L_c + 0.000223 amet_c + 0.2958 arg__L_c + 0.2411 asn__L_c + 0.2411 asp__L_c + 59.984 atp_c + 0.004737 ca2_c + 0.004737 cl_c + 0.000576 coa_c + 0.003158 cobalt2_c + 0.1335 ctp_c + 0.003158 cu2_c + 0.09158 cys__L_c + 0.02617 datp_c + 0.02702 dctp_c + 0.02702 dgtp_c + 0.02617 dttp_c + 0.000223 fad_c + 0.007106 fe2_c + 0.007106 fe3_c + 0.2632 gln__L_c + 0.2632 glu__L_c + 0.6126 gly_c + 0.2151 gtp_c + 54.462 h2o_c + 0.09474 his__L_c + 0.2905 ile__L_c + 0.1776 k_c + 0.01945 kdo2lipid4_e + 0.4505 leu__L_c + 0.3432 lys__L_c + 0.1537 met__L_c + 0.007895 mg2_c + 0.000223 mlthf_c + 0.003158 mn2_c + 0.003158 mobd_c + 0.01389 murein5px4p_p + 0.001831 nad_c + 0.000447 nadp_c + 0.011843 nh4_c + 0.02233 pe160_c + 0.04148 pe160_p + 0.02632 pe161_c + 0.04889 pe161_p + 0.1759 phe__L_c + 0.000223 pheme_c + 0.2211 pro__L_c + 0.000223 pydx5p_c + 0.000223 ribflv_c + 0.2158 ser__L_c + 0.000223 sheme_c + 0.003948 so4_c + 0.000223 thf_c + 0.000223 thmpp_c + 0.2537 thr__L_c + 0.05684 trp__L_c + 0.1379 tyr__L_c + 5.5e-05 udcpdp_c + 0.1441 utp_c + 0.4232 val__L_c + 0.003158 zn2_c --> 59.81 adp_c + 59.81 h_c + 59.806 pi_c + 0.7739 ppi_c	nan	nan	nan	0.0
f6p_c <=> dha_c + g3p_c	14.0940429167	14.0555712757	-3.05926625904	1.34997784303
f6p_c + h2o_c --> fru_c + pi_c	nan	nan	nan	0.0
f6p_p + 2.0 pi_c --> f6p_c + 2.0 pi_p	0.0	0.0	0.0	0.0
f6p_e <=> f6p_p	0.0	0.0	0.0	0.0
dcaACP_c + h2o_c --> ACP_c + dca_c + h_c	nan	nan	nan	0.0
ddcaACP_c + h2o_c --> ACP_c + ddca_c + h_c	nan	nan	nan	0.0
h2o_c + myrsACP_c --> ACP_c + h_c + ttdca_c	nan	nan	nan	0.0
h2o_c + tdeACP_c --> ACP_c + h_c + ttdcea_c	nan	nan	nan	0.0
h2o_c + palmACP_c --> ACP_c + h_c + hdca_c	nan	nan	nan	0.0
h2o_c + hdeACP_c --> ACP_c + h_c + hdcea_c	nan	nan	nan	0.0
h2o_c + ocACP_c --> ACP_c + h_c + octa_c	nan	nan	nan	0.0
dcacoa_c + h2o_c --> coa_c + dca_c + h_c	nan	nan	nan	0.0
ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c	nan	nan	nan	0.0
h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c	nan	nan	nan	0.0
h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c	nan	nan	nan	0.0
h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c	nan	nan	nan	0.0
h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c	nan	nan	nan	0.0
h2o_c + stcoa_c --> coa_c + h_c + ocdca_c	nan	nan	nan	0.0
h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c	nan	nan	nan	0.0
h2o_c + hxcoa_c --> coa_c + h_c + hxa_c	nan	nan	nan	0.0
h2o_c + occoa_c --> coa_c + h_c + octa_c	nan	nan	nan	0.0
atp_c + coa_c + dca_p + h_p --> amp_c + dcacoa_c + h_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + ddca_p + h_p --> amp_c + ddcacoa_c + h_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + ttdca_p --> amp_c + h_c + ppi_c + tdcoa_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + hdca_p --> amp_c + h_c + pmtcoa_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + ocdca_p --> amp_c + h_c + ppi_c + stcoa_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c	nan	nan	nan	0.0
atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c	nan	nan	nan	0.0
fad_c + h_c + nadh_c --> fadh2_c + nad_c	-74.4824273188	13.7842787019	13.7842787019	11.1485287595
fad_c + h_c + nadph_c --> fadh2_c + nadp_c	-74.4824273188	16.2276151668	16.2276151668	11.1485287595
hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c	nan	nan	nan	0.0
fald_e <=> fald_p	0.0	0.0	0.0	0.0
fald_p <=> fald_c	0.0	0.0	0.0	0.0
fald_c + gthrd_c <=> hmgth_c	nan	nan	nan	0.0
fdp_c <=> dhap_c + g3p_c	14.0940429167	18.8419607346	1.72712319984	1.34997784303
fdp_c + h2o_c --> f6p_c + pi_c	nan	nan	nan	0.0
fuc__L_c <=> fcl__L_c	7.17207789663	7.17022060746	7.17022060746	1.62508497245
atp_c + fcl__L_c --> adp_c + fc1p_c + h_c	24.4401503703	-15.7830107439	-15.7830107439	1.11098227219
fc1p_c <=> dhap_c + lald__L_c	7.55802339902	7.55666496711	-9.55817256761	1.75630486495
fe2_c + ppp9_c --> 2.0 h_c + pheme_c	nan	nan	nan	0.0
for_p + 2.0 h_c + q8_c --> co2_c + h_p + q8h2_c	nan	nan	nan	0.0
for_p + 2.0 h_c + mqn8_c --> co2_c + h_p + mql8_c	nan	nan	nan	0.0
fmnh2_c + isetac_c + o2_c --> fmn_c + gcald_c + h2o_c + h_c + so3_c	nan	nan	nan	0.0
fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c	nan	nan	nan	0.0
ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c	nan	nan	nan	0.0
butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c	nan	nan	nan	0.0
fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c	nan	nan	nan	0.0
atp_c + fe2_p + h2o_c --> adp_c + fe2_c + h_c + pi_c	nan	nan	nan	0.0
fe2_p + h_p --> fe2_c + h_c	0.0	0.0	0.0	0.0
fe2_c + h_p --> fe2_p + h_c	0.0	0.0	0.0	0.0
fe2_e <=> fe2_p	0.0	0.0	0.0	0.0
fe2_p --> fe2_c	0.0	0.0	0.0	0.0
atp_c + fe3dcit_p + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c	nan	nan	nan	0.0
fe3dcit_e + h_p --> fe3dcit_p + h_c	0.0	0.0	0.0	0.0
fe3dhbzs_c --> 23dhbzs_c + fe3_c	nan	nan	nan	0.0
atp_c + fe3dhbzs_p + h2o_c --> adp_c + fe3dhbzs_c + h_c + pi_c	nan	nan	nan	0.0
fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c	nan	nan	nan	0.0
fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c	nan	nan	nan	0.0
2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
fe3hox_un_c + h_p --> fe3hox_un_p + h_c	nan	nan	nan	0.0
fe3hox_un_p + h_p --> fe3hox_un_e + h_c	nan	nan	nan	0.0
atp_c + fe3hox_p + h2o_c --> adp_c + fe3hox_c + h_c + pi_c	nan	nan	nan	0.0
fe3_e + fe3hox_un_e --> fe3hox_e	nan	nan	nan	0.0
fe3hox_e + h_p --> fe3hox_p + h_c	0.0	0.0	0.0	0.0
fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
atp_c + fe3_p + h2o_c --> adp_c + fe3_c + h_c + pi_c	nan	nan	nan	0.0
fe3_e <=> fe3_p	0.0	0.0	0.0	0.0
fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c	nan	nan	nan	0.0
2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
fecrm_un_p + h_p --> fecrm_un_e + h_c	nan	nan	nan	0.0
fecrm_un_c + h_p --> fecrm_un_p + h_c	nan	nan	nan	0.0
atp_c + fecrm_p + h2o_c --> adp_c + fecrm_c + h_c + pi_c	nan	nan	nan	0.0
fe3_e + fecrm_un_e --> fecrm_e	nan	nan	nan	0.0
fecrm_e + h_p --> fecrm_p + h_c	0.0	0.0	0.0	0.0
fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c	nan	nan	nan	0.0
enter_e + fe3_e --> feenter_e	nan	nan	nan	0.0
enter_p + h_p --> enter_e + h_c	0.0	0.0	0.0	0.0
feenter_e + h_p --> feenter_p + h_c	0.0	0.0	0.0	0.0
enter_c + h_p --> enter_p + h_c	0.0	0.0	0.0	0.0
fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c	nan	nan	nan	0.0
2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
feoxam_un_p + h_p --> feoxam_un_e + h_c	nan	nan	nan	0.0
feoxam_un_c + h_p --> feoxam_un_p + h_c	nan	nan	nan	0.0
atp_c + feoxam_p + h2o_c --> adp_c + feoxam_c + h_c + pi_c	nan	nan	nan	0.0
fe3_e + feoxam_un_e --> feoxam_e	nan	nan	nan	0.0
feoxam_e + h_p --> feoxam_p + h_c	0.0	0.0	0.0	0.0
4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p	nan	nan	nan	0.0
h2o_c + suc6p_c --> fru_c + g6p_c	nan	nan	nan	0.0
for_c + h_c --> co2_c + h2_c	nan	nan	nan	0.0
fldox_c + h_c + nadph_c --> fldrd_c + nadp_c	nan	nan	nan	0.0
h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c	-74.4824273188	13.7832209682	13.7832209682	11.1485287595
h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c	-74.4824273188	11.3398845033	11.3398845033	11.1485287595
10fthf_c + mettrna_c --> fmettrna_c + h_c + thf_c	nan	nan	nan	0.0
atp_c + fmn_c + h_c --> fad_c + ppi_c	nan	nan	nan	0.0
fmn_c + h_c + nadh_c --> fmnh2_c + nad_c	-27.9103511099	15.6096683712	15.6096683712	1.546190865
fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c	-27.9103511099	18.0530048361	18.0530048361	1.546190865
for_p + h_p --> for_c + h_c	0.0	0.0	0.0	0.0
for_e <=> for_p	0.0	0.0	0.0	0.0
for_c --> for_p	0.0	0.0	0.0	0.0
fum_c + mql8_c --> mqn8_c + succ_c	nan	nan	nan	0.0
2dmmql8_c + fum_c --> 2dmmq8_c + succ_c	nan	nan	nan	0.0
atp_c + f1p_c --> adp_c + fdp_c + h_c	nan	nan	nan	0.0
frulysp_c + h2o_c <=> g6p_c + lys__L_c	nan	nan	nan	0.0
psclys_c <=> frulys_c	nan	nan	nan	0.0
atp_c + frulys_c --> adp_c + frulysp_c + h_c	nan	nan	nan	0.0
frulys_p + h_p --> frulys_c + h_c	0.0	0.0	0.0	0.0
frulys_e <=> frulys_p	0.0	0.0	0.0	0.0
fruur_p + h_p <=> fruur_c + h_c	0.0	0.0	0.0	0.0
fruur_e <=> fruur_p	0.0	0.0	0.0	0.0
fru_p + pep_c --> f6p_c + pyr_c	-44.9599878709	-42.5815496853	-42.5815496853	1.78536504717
fru_p + pep_c --> f1p_c + pyr_c	nan	nan	nan	0.0
fru_e <=> fru_p	0.0	0.0	0.0	0.0
10fthf_c + h2o_c --> for_c + h_c + thf_c	nan	nan	nan	0.0
fuc__L_e <=> fuc__L_p	0.0	0.0	0.0	0.0
fuc__L_p + h_p <=> fuc__L_c + h_c	0.0	0.0	0.0	0.0
fum_c + h2o_c <=> mal__L_c	nan	nan	nan	0.0
fum_p + 2.0 h_p --> fum_c + 2.0 h_c	0.0	0.0	0.0	0.0
fum_p + 3.0 h_p --> fum_c + 3.0 h_c	0.0	0.0	0.0	0.0
fum_e <=> fum_p	0.0	0.0	0.0	0.0
accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c	11.7452083673	-31.5862957745	-31.5862957745	2.42614877233
g1p_p + h2o_p --> glc__D_p + pi_p	nan	nan	nan	0.0
dttp_c + g1p_c + h_c --> dtdpglu_c + ppi_c	nan	nan	nan	0.0
g1p_e <=> g1p_p	0.0	0.0	0.0	0.0
glu1sa_c <=> 5aop_c	-7.28555502017	-7.6105272562	-7.6105272562	1.34274989673
glyc2p_p + h2o_p --> glyc_p + pi_p	nan	nan	nan	0.0
ddcaACP_c + glyc3p_c --> 1ddecg3p_c + ACP_c	nan	nan	nan	0.0
