reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
h2o_p + pa120_p --> 2ddecg3p_p + ddca_p	nan	nan	nan	0.0
h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pa160_p --> 2hdecg3p_p + hdca_p	nan	nan	nan	0.0
h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pa180_p --> 2odecg3p_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p	nan	nan	nan	0.0
h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p	nan	nan	nan	0.0
h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pe160_p --> 2agpe160_p + h_p + hdca_p	nan	nan	nan	0.0
h2o_p + pe161_p --> 2agpe161_p + h_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p	nan	nan	nan	0.0
h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p	nan	nan	nan	0.0
h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p	nan	nan	nan	0.0
h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p	nan	nan	nan	0.0
h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p	nan	nan	nan	0.0
h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p	nan	nan	nan	0.0
h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p	nan	nan	nan	0.0
h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p	nan	nan	nan	0.0
h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p	nan	nan	nan	0.0
h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p	nan	nan	nan	0.0
h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p	nan	nan	nan	0.0
h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p	nan	nan	nan	0.0
h2o_p + pg141_p --> 1agpg141_p + h_p + ttdcea_p	nan	nan	nan	0.0
h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p	nan	nan	nan	0.0
h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p	nan	nan	nan	0.0
h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p	nan	nan	nan	0.0
h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p	nan	nan	nan	0.0
man1p_c <=> man6p_c	-7.45445005582	-7.46182060595	-7.46182060595	1.54799758574
5aprbu_c + h2o_c --> 4r5au_c + pi_c	nan	nan	nan	0.0
4ampm_c + atp_c --> 2mahmp_c + adp_c	-44.7646961518	-1.60185007532	-1.60185007532	0.698011490678
atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c	24.4401503703	-18.3964970134	-18.3964970134	1.11098227219
na1_p + pnto__R_p --> na1_c + pnto__R_c	0.0	0.0	0.0	0.0
pnto__R_e <=> pnto__R_p	0.0	0.0	0.0	0.0
h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c	nan	nan	nan	0.0
h2o_c + ppi_c --> h_c + 2.0 pi_c	nan	nan	nan	0.0
h2o_c + pppi_c --> h_c + pi_c + ppi_c	nan	nan	nan	0.0
adp_c + ppap_c <=> atp_c + ppa_c	-15.2589000028	-17.3260124848	-17.3260124848	1.50994960569
ppal_e <=> ppal_p	0.0	0.0	0.0	0.0
ppal_c <=> ppal_p	0.0	0.0	0.0	0.0
na1_p + ppa_p --> na1_c + ppa_c	0.0	0.0	0.0	0.0
ppa_e <=> ppa_p	0.0	0.0	0.0	0.0
2.0 5aop_c --> 2.0 h2o_c + h_c + ppbng_c	nan	nan	nan	0.0
co2_c + h2o_c + pep_c --> h_c + oaa_c + pi_c	nan	nan	nan	0.0
4ppcys_c + h_c --> co2_c + pan4p_c	nan	nan	nan	0.0
atp_c + oaa_c --> adp_c + co2_c + pep_c	nan	nan	nan	0.0
ppcoa_c + succ_c --> ppa_c + succoa_c	0.0	-3.60781181341	-3.60781181341	0.0
h2o_c + ppgpp_c --> gdp_c + ppi_c	nan	nan	nan	0.0
atp_c + ppi_c <=> adp_c + pppi_c	nan	nan	nan	0.0
atp_c + pi_c <=> adp_c + ppi_c	nan	nan	nan	0.0
r1p_c <=> r5p_c	-7.45445005582	-7.46181659715	-7.46181659715	1.54799758574
2dr1p_c <=> 2dr5p_c	-7.45445005582	-7.40633573846	-7.40633573846	1.54799758574
4ppan_c + ctp_c + cys__L_c --> 4ppcys_c + cmp_c + h_c + ppi_c	nan	nan	nan	0.0
nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c	nan	nan	nan	0.0
h_c + pphn_c --> co2_c + h2o_c + phpyr_c	nan	nan	nan	0.0
1.5 o2_c + pppg9_c --> 3.0 h2o_c + ppp9_c	nan	nan	nan	0.0
3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c	nan	nan	nan	0.0
h_c + nadh_c + o2_c + pppn_c --> cechddd_c + nad_c	nan	nan	nan	0.0
h_p + pppn_p <=> h_c + pppn_c	0.0	0.0	0.0	0.0
pppn_e <=> pppn_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + pyr_c --> amp_c + 2.0 h_c + pep_c + pi_c	nan	nan	nan	0.0
h2o_p + ppt_p --> h2_p + pi_p	nan	nan	nan	0.0
ppt_e <=> ppt_p	0.0	0.0	0.0	0.0
atp_c + gly_c + pram_c <=> adp_c + gar_c + h_c + pi_c	nan	nan	nan	0.0
atp_c + fpram_c --> adp_c + air_c + 2.0 h_c + pi_c	nan	nan	nan	0.0
pran_c --> 2cpr5p_c	-5.76730895057	-5.81607424981	-5.81607424981	2.36696113986
h2o_c + prbamp_c --> prfp_c	nan	nan	nan	0.0
5aizc_c + asp__L_c + atp_c --> 25aics_c + adp_c + h_c + pi_c	nan	nan	nan	0.0
h2o_c + prbatp_c --> h_c + ppi_c + prbamp_c	nan	nan	nan	0.0
atp_c + fgam_c + gln__L_c + h2o_c --> adp_c + fpram_c + glu__L_c + h_c + pi_c	nan	nan	nan	0.0
prfp_c <=> prlp_c	-5.76730895057	-5.7534747221	-5.7534747221	2.36696113986
fad_c + pro__L_c --> 1pyr5c_c + fadh2_c + h_c	63.6988211495	66.0366024389	66.0366024389	17.4273147952
atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c	nan	nan	nan	0.0
progly_e <=> progly_p	nan	nan	nan	0.0
atp_c + pro__L_c + trnapro_c --> amp_c + ppi_c + protrna_c	nan	nan	nan	0.0
atp_c + h2o_c + pro__L_p --> adp_c + h_c + pi_c + pro__L_c	nan	nan	nan	0.0
h_p + pro__L_p <=> h_c + pro__L_c	0.0	0.0	0.0	0.0
na1_p + pro__L_p --> na1_c + pro__L_c	0.0	0.0	0.0	0.0
pro__L_e <=> pro__L_p	0.0	0.0	0.0	0.0
atp_c + r5p_c <=> amp_c + h_c + prpp_c	31.8946004261	-14.9734018766	-14.9734018766	1.84468499367
h_p + psclys_p --> h_c + psclys_c	nan	nan	nan	0.0
psclys_e <=> psclys_p	nan	nan	nan	0.0
pep_c + skm5p_c <=> 3psme_c + pi_c	nan	nan	nan	0.0
h_c + ps120_c --> co2_c + pe120_c	nan	nan	nan	0.0
h_c + ps140_c --> co2_c + pe140_c	nan	nan	nan	0.0
h_c + ps141_c --> co2_c + pe141_c	nan	nan	nan	0.0
h_c + ps160_c --> co2_c + pe160_c	nan	nan	nan	0.0
h_c + ps161_c --> co2_c + pe161_c	nan	nan	nan	0.0
h_c + ps180_c --> co2_c + pe180_c	nan	nan	nan	0.0
h_c + ps181_c --> co2_c + pe181_c	nan	nan	nan	0.0
3php_c + glu__L_c --> akg_c + pser__L_c	0.0	1.06913834821	1.06913834821	0.0
pser__L_e <=> pser__L_p	0.0	0.0	0.0	0.0
h2o_c + pser__L_c --> pi_c + ser__L_c	nan	nan	nan	0.0
h2o_p + pser__L_p --> pi_p + ser__L_p	nan	nan	nan	0.0
cdpdddecg_c + ser__L_c --> cmp_c + h_c + ps120_c	nan	nan	nan	0.0
cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c	nan	nan	nan	0.0
cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c	nan	nan	nan	0.0
cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c	nan	nan	nan	0.0
cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c	nan	nan	nan	0.0
cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c	nan	nan	nan	0.0
cdpdodec11eg_c + ser__L_c --> cmp_c + h_c + ps181_c	nan	nan	nan	0.0
pi_c + ppcoa_c --> coa_c + ppap_c	nan	nan	nan	0.0
accoa_c + pi_c <=> actp_c + coa_c	nan	nan	nan	0.0
h2o_p + thrp_p --> pi_p + thr__L_p	nan	nan	nan	0.0
atp_c + h_c + pan4p_c --> dpcoa_c + ppi_c	nan	nan	nan	0.0
orn_c + ptrc_p <=> orn_p + ptrc_c	0.0	0.0	0.0	0.0
akg_c + ptrc_c --> 4abutn_c + glu__L_c	7.28555502017	10.9231235386	10.9231235386	1.34274989673
atp_c + h2o_c + ptrc_p --> adp_c + h_c + pi_c + ptrc_c	nan	nan	nan	0.0
h_p + ptrc_p --> h_c + ptrc_c	0.0	0.0	0.0	0.0
ptrc_e <=> ptrc_p	0.0	0.0	0.0	0.0
adn_c + pi_c <=> ade_c + r1p_c	nan	nan	nan	0.0
dad_2_c + pi_c <=> 2dr1p_c + ade_c	nan	nan	nan	0.0
gsn_c + pi_c <=> gua_c + r1p_c	nan	nan	nan	0.0
dgsn_c + pi_c <=> 2dr1p_c + gua_c	nan	nan	nan	0.0
ins_c + pi_c <=> hxan_c + r1p_c	nan	nan	nan	0.0
din_c + pi_c <=> 2dr1p_c + hxan_c	nan	nan	nan	0.0
pi_c + xtsn_c <=> r1p_c + xan_c	nan	nan	nan	0.0
h2o_c + o2_c + pyam5p_c --> h2o2_c + nh4_c + pydx5p_c	nan	nan	nan	0.0
atp_c + pydam_c --> adp_c + h_c + pyam5p_c	24.4401503703	-14.1674342124	-14.1674342124	1.11098227219
atp_c + pydx_c --> adp_c + h_c + pydx5p_c	24.4401503703	-16.5558241251	-16.5558241251	1.11098227219
atp_c + pydxn_c --> adp_c + h_c + pdx5p_c	24.4401503703	-16.0140598736	-16.0140598736	1.11098227219
h2o_c + pydx5p_c --> pi_c + pydx_c	nan	nan	nan	0.0
adp_c + h_c + pep_c --> atp_c + pyr_c	-69.4001382412	-26.7830450978	-26.7830450978	1.64001605229
pi_c + uri_c <=> r1p_c + ura_c	nan	nan	nan	0.0
h_p + pyr_p <=> h_c + pyr_c	0.0	0.0	0.0	0.0
pyr_e <=> pyr_p	0.0	0.0	0.0	0.0
2.0 o2_c + q8h2_c --> 2.0 h_c + 2.0 o2s_c + q8_c	nan	nan	nan	0.0
mql8_c + 2.0 o2_c --> 2.0 h_c + mqn8_c + 2.0 o2s_c	nan	nan	nan	0.0
dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c	nan	nan	nan	0.0
atp_c + r15bp_c --> adp_c + prpp_c	-44.7646961518	-4.04446618118	-4.04446618118	0.698011490678
atp_c + r1p_c --> adp_c + h_c + r15bp_c	24.4401503703	-20.5687224077	-20.5687224077	1.11098227219
h2o_c + r5p_c --> pi_c + rib__D_c	nan	nan	nan	0.0
h2o_p + r5p_p --> pi_p + rib__D_p	nan	nan	nan	0.0
r5p_e <=> r5p_p	0.0	0.0	0.0	0.0
atp_c + ribflv_c --> adp_c + fmn_c + h_c	-22.1319258386	-20.1471975467	-20.1471975467	11.1414075297
4r5au_c + db4p_c --> dmlz_c + 2.0 h2o_c + pi_c	nan	nan	nan	0.0
2.0 dmlz_c --> 4r5au_c + ribflv_c	-203.889220033	-161.586885373	-161.586885373	44.1210930886
atp_c + rib__D_c --> adp_c + h_c + r5p_c	24.4401503703	-15.7936829242	-15.7936829242	1.11098227219
atp_c + rbl__L_c --> adp_c + h_c + ru5p__L_c	27.3811895404	-12.9255104113	-12.9255104113	2.0252596809
ru5p__L_c <=> xu5p__D_c	0.0	0.0	0.0	0.0
dtdprmn_c + kphphhlipa_c --> dtdp_c + h_c + icolipa_c	nan	nan	nan	0.0
rhcys_c --> dhptd_c + hcys__L_c	-10.4057641187	-10.4106256105	-27.5254631452	4.63884466475
atp_c + h2o_c + rib__D_p --> adp_c + h_c + pi_c + rib__D_c	nan	nan	nan	0.0
rib__D_e <=> rib__D_p	0.0	0.0	0.0	0.0
rmn_c <=> rml_c	7.17207789663	7.17022060746	7.17022060746	1.62508497245
atp_c + rml_c --> adp_c + h_c + rml1p_c	24.4401503703	-15.7830107439	-15.7830107439	1.11098227219
rmn_e <=> rmn_p	0.0	0.0	0.0	0.0
h_p + rmn_p --> h_c + rmn_c	0.0	0.0	0.0	0.0
rml1p_c <=> dhap_c + lald__L_c	7.55802339902	7.55666496711	-9.55817256761	1.75630486495
adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c	nan	nan	nan	0.0
adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c	nan	nan	nan	0.0
gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c	nan	nan	nan	0.0
gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c	nan	nan	nan	0.0
cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c	nan	nan	nan	0.0
cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c	nan	nan	nan	0.0
trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c	nan	nan	nan	0.0
grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c	nan	nan	nan	0.0
atp_c + fldrd_c --> datp_c + fldox_c + h2o_c	nan	nan	nan	0.0
fldrd_c + gtp_c --> dgtp_c + fldox_c + h2o_c	nan	nan	nan	0.0
ctp_c + fldrd_c --> dctp_c + fldox_c + h2o_c	nan	nan	nan	0.0
fldrd_c + utp_c --> dutp_c + fldox_c + h2o_c	nan	nan	nan	0.0
ru5p__D_c <=> xu5p__D_c	0.0	0.0	0.0	0.0
r5p_c <=> ru5p__D_c	1.68714110525	1.61129106494	1.61129106494	1.70493101971
5prdmbz_c + h2o_c --> pi_c + rdmbzi_c	nan	nan	nan	0.0
s7p_c --> gmhep7p_c	-7.17207789663	-7.12268514511	-7.12268514511	1.62508497245
2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c	nan	nan	nan	0.0
atp_c + gtp_c + h2o_c + so4_c --> aps_c + gdp_c + pi_c + ppi_c	nan	nan	nan	0.0
h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c	nan	nan	nan	0.0
nad_c + sbt6p_c <=> f6p_c + h_c + nadh_c	58.9731340447	15.5288009141	15.5288009141	1.56731216007
pep_c + sbt__D_p --> pyr_c + sbt6p_c	-44.9599878709	-42.6604452265	-42.6604452265	1.78536504717
sbt__D_e <=> sbt__D_p	0.0	0.0	0.0	0.0
h2o_c + sl26da_c --> 26dap_LL_c + succ_c	nan	nan	nan	0.0
akg_c + sl26da_c <=> glu__L_c + sl2a6o_c	0.0	-1.18549138435	-1.18549138435	0.0
selnp_c + sertrna_sec_c --> h_c + pi_c + sectrna_c	nan	nan	nan	0.0
atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c	nan	nan	nan	0.0
atp_c + h_c + ser__L_c <=> ppi_c + seramp_c	nan	nan	nan	0.0
accoa_c + ser__L_c <=> acser_c + coa_c	-10.0738561594	-10.1976901091	-10.1976901091	3.13423909884
ser__D_c --> nh4_c + pyr_c	nan	nan	nan	0.0
ser__L_c --> nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + ser__L_c + trnaser_c --> amp_c + ppi_c + sertrna_c	nan	nan	nan	0.0
atp_c + ser__L_c + trnasecys_c --> amp_c + ppi_c + sertrna_sec_c	nan	nan	nan	0.0
h_p + ser__L_p <=> h_c + ser__L_c	0.0	0.0	0.0	0.0
na1_p + ser__L_p --> na1_c + ser__L_c	0.0	0.0	0.0	0.0
ser__L_e <=> ser__L_p	0.0	0.0	0.0	0.0
Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c	nan	nan	nan	0.0
h2o_c + sucglu_c --> glu__L_c + succ_c	nan	nan	nan	0.0
h2o_c + nad_c + sucgsa_c --> 2.0 h_c + nadh_c + sucglu_c	nan	nan	nan	0.0
ichor_c + ssaltpp_c --> 2shchc_c + pyr_c + thmpp_c	nan	nan	nan	0.0
dscl_c + nad_c --> h_c + nadh_c + scl_c	nan	nan	nan	0.0
fe2_c + scl_c --> 3.0 h_c + sheme_c	nan	nan	nan	0.0
3dhsk_c + h_c + nadph_c <=> nadp_c + skm_c	-92.8868708162	-46.9246802656	-46.9246802656	8.73711916623
atp_c + skm_c --> adp_c + h_c + skm5p_c	31.8946004261	-10.7826076036	-10.7826076036	1.84468499367
cys__L_c + suchms_c --> cyst__L_c + h_c + succ_c	-8.11725145664	-51.6422516933	-51.6422516933	5.34793346408
h_p + skm_p --> h_c + skm_c	0.0	0.0	0.0	0.0
skm_e <=> skm_p	0.0	0.0	0.0	0.0
so2_e <=> so2_p	0.0	0.0	0.0	0.0
so2_p <=> so2_c	0.0	0.0	0.0	0.0
so3_e <=> so3_p	0.0	0.0	0.0	0.0
so4_e <=> so4_p	0.0	0.0	0.0	0.0
akg_c + sucorn_c --> glu__L_c + sucgsa_c	7.28555502017	7.3052036329	7.3052036329	1.34274989673
accoa_c + spmd_c --> N1aspmd_c + coa_c + h_c	11.7452083673	-28.2138230909	-28.2138230909	2.42614877233
accoa_c + spmd_c --> coa_c + h_c + n8aspmd_c	11.7452083673	-28.0901409171	-28.0901409171	2.42614877233
atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c	nan	nan	nan	0.0
spmd_e <=> spmd_p	0.0	0.0	0.0	0.0
ametam_c + ptrc_c --> 5mta_c + h_c + spmd_c	60.6629775355	18.339828274	18.339828274	195996.398773
2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c	nan	nan	nan	0.0
2.0 h_p + 2.0 o2s_p --> h2o2_p + o2_p	nan	nan	nan	0.0
h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c	nan	nan	nan	0.0
h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c	nan	nan	nan	0.0
atp_c + coa_c + sucbz_c --> amp_c + ppi_c + sbzcoa_c	nan	nan	nan	0.0
2shchc_c --> h2o_c + sucbz_c	nan	nan	nan	0.0
2.0 h_p + succ_p --> 2.0 h_c + succ_c	0.0	0.0	0.0	0.0
3.0 h_p + succ_p --> 3.0 h_c + succ_c	0.0	0.0	0.0	0.0
h_p + succ_c --> h_c + succ_p	0.0	0.0	0.0	0.0
succ_e <=> succ_p	0.0	0.0	0.0	0.0
q8_c + succ_c --> fum_c + q8h2_c	nan	nan	nan	0.0
fum_p + succ_c <=> fum_c + succ_p	0.0	0.0	0.0	0.0
atp_c + coa_c + succ_c <=> adp_c + pi_c + succoa_c	nan	nan	nan	0.0
sucr_e <=> sucr_p	0.0	0.0	0.0	0.0
pep_c + sucr_p --> pyr_c + suc6p_c	-44.9599878709	-42.5763773703	-42.5763773703	1.78536504717
atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c	nan	nan	nan	0.0
sulfac_e <=> sulfac_p	0.0	0.0	0.0	0.0
5.0 h_c + 3.0 nadph_c + so3_c --> 3.0 h2o_c + h2s_c + 3.0 nadp_c	nan	nan	nan	0.0
atp_c + h2o_c + so4_p --> adp_c + h_c + pi_c + so4_c	nan	nan	nan	0.0
tdec2eACP_c <=> cdec3eACP_c	nan	nan	nan	0.0
altrn_c + nad_c <=> h_c + nadh_c + tagur_c	58.9731340447	15.4479669821	15.4479669821	1.56731216007
g3p_c + s7p_c <=> e4p_c + f6p_c	-6.53601951769	-6.44331844498	-6.44331844498	1.50772230561
tartr__L_c --> h2o_c + oaa_c	nan	nan	nan	0.0
succ_c + tartr__L_p <=> succ_p + tartr__L_c	0.0	0.0	0.0	0.0
tartr__L_e <=> tartr__L_p	0.0	0.0	0.0	0.0
akg_c + o2_c + taur_c --> aacald_c + co2_c + h_c + so3_c + succ_c	nan	nan	nan	0.0
atp_c + h2o_c + taur_p --> adp_c + h_c + pi_c + taur_c	nan	nan	nan	0.0
taur_e <=> taur_p	0.0	0.0	0.0	0.0
tcynt_e <=> tcynt_p	0.0	0.0	0.0	0.0
tdecoa_c --> td2coa_c	nan	nan	nan	0.0
h2o_c + thmpp_c --> h_c + pi_c + thmmp_c	nan	nan	nan	0.0
accoa_c + dtdp4addg_c --> coa_c + dtdp4aaddg_c + h_c	nan	nan	nan	0.0
dtdp4d6dg_c + glu__L_c --> akg_c + dtdp4addg_c	16.9642404867	17.4910252674	17.4910252674	3.01820852691
dtdp4d6dg_c --> dtdp4d6dm_c	0.0	0.0	0.0	0.0
dtdp4d6dm_c + h_c + nadph_c --> dtdprmn_c + nadp_c	-51.1910925992	-5.22428969844	-5.22428969844	2.42447303445
dtdpglu_c --> dtdp4d6dg_c + h2o_c	nan	nan	nan	0.0
atp_c + lipidAds_c --> adp_c + h_c + lipidA_c	31.8946004261	-13.0911615742	-13.0911615742	1.84468499367
dsbcox_p + dsbdrd_c --> dsbcrd_p + dsbdox_c	nan	nan	nan	0.0
dsbdrd_c + dsbgox_p --> dsbdox_c + dsbgrd_p	nan	nan	nan	0.0
tagdp__D_c <=> dhap_c + g3p_c	14.0940429167	18.8419607346	1.72712319984	1.34997784303
2.0 h_p + nadh_c + nadp_c --> 2.0 h_c + nad_c + nadph_c	0.0	-2.44333646491	-2.44333646491	0.0
h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c	nan	nan	nan	0.0
h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c	nan	nan	nan	0.0
h_p + thymd_p --> h_c + thymd_c	0.0	0.0	0.0	0.0
h_p + thymd_p <=> h_c + thymd_c	0.0	0.0	0.0	0.0
thymd_e <=> thymd_p	0.0	0.0	0.0	0.0
atp_c + h2o_c + thm_p --> adp_c + h_c + pi_c + thm_c	nan	nan	nan	0.0
thm_e <=> thm_p	0.0	0.0	0.0	0.0
athr__L_c --> acald_c + gly_c	2.74975286677	2.77652305012	-14.3383144846	1.86875844626
thr__L_c --> acald_c + gly_c	2.74975286677	2.77652305012	-14.3383144846	1.86875844626
nad_c + thr__L_c --> 2aobut_c + h_c + nadh_c	65.5091535624	19.8218105952	19.8218105952	0.566822681812
thr__L_c --> 2obut_c + nh4_c	nan	nan	nan	0.0
thrp_e <=> thrp_p	0.0	0.0	0.0	0.0
h2o_c + phom_c --> pi_c + thr__L_c	nan	nan	nan	0.0
atp_c + thr__L_c + trnathr_c --> amp_c + ppi_c + thrtrna_c	nan	nan	nan	0.0
atp_c + h2o_c + thr__L_p --> adp_c + h_c + pi_c + thr__L_c	nan	nan	nan	0.0
h_p + thr__L_c --> h_c + thr__L_p	0.0	0.0	0.0	0.0
h_p + thr__L_p <=> h_c + thr__L_c	0.0	0.0	0.0	0.0
na1_p + thr__L_p --> na1_c + thr__L_c	0.0	0.0	0.0	0.0
thr__L_e <=> thr__L_p	0.0	0.0	0.0	0.0
h_p + thym_c --> h_c + thym_p	0.0	0.0	0.0	0.0
thym_e <=> thym_p	0.0	0.0	0.0	0.0
atp_c + cys__L_c + dxyl5p_c + tyr__L_c --> 4hba_c + 4mpetz_c + ala__L_c + amp_c + co2_c + h2o_c + h_c + ppi_c	nan	nan	nan	0.0
r5p_c + xu5p__D_c <=> g3p_c + s7p_c	4.16442559317	4.06033158866	4.06033158866	1.8679117669
e4p_c + xu5p__D_c <=> f6p_c + g3p_c	-6.53601951769	-6.4350415653	-6.4350415653	1.50772230561
h_c + mql8_c + tmao_c --> h2o_c + mqn8_c + tma_c	nan	nan	nan	0.0
h_p + mql8_c + tmao_p --> h2o_p + mqn8_c + tma_p	nan	nan	nan	0.0
2dmmql8_c + h_c + tmao_c --> 2dmmq8_c + h2o_c + tma_c	nan	nan	nan	0.0
2dmmql8_c + h_p + tmao_p --> 2dmmq8_c + h2o_p + tma_p	nan	nan	nan	0.0
tmao_e <=> tmao_p	0.0	0.0	0.0	0.0
tma_e <=> tma_p	0.0	0.0	0.0	0.0
atp_c + thymd_c --> adp_c + dtmp_c + h_c	24.4401503703	-16.6616159087	-16.6616159087	1.11098227219
pi_c + thymd_c <=> 2dr1p_c + thym_c	nan	nan	nan	0.0
dump_c + mlthf_c --> dhf_c + dtmp_c	-50.5759615984	-50.4288848972	-50.4288848972	6.27232634904
atp_c + thm_c --> adp_c + h_c + thmmp_c	24.4401503703	-13.4351383947	-13.4351383947	1.11098227219
atp_c + thmmp_c --> adp_c + thmpp_c	-44.7646961518	-0.813553738046	-0.813553738046	0.698011490678
2mahmp_c + 4mpetz_c + h_c --> ppi_c + thmmp_c	nan	nan	nan	0.0
dhap_c <=> g3p_c	2.47728448792	2.42348397883	2.42348397883	0.997582757377
atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c	0.275250673849	-9.0408104381	-9.0408104381	2.95646202513
h_c + nadph_c + trdox_c --> nadp_c + trdrd_c	-57.3820250641	-11.0794909554	-11.0794909554	6.63214522504
h2o_c + tre6p_c --> g6p_c + glc__D_c	nan	nan	nan	0.0
h2o_c + tre6p_c --> pi_c + tre_c	nan	nan	nan	0.0
g6p_c + udpg_c --> h_c + tre6p_c + udp_c	-10.2584849981	-14.0720194163	-14.0720194163	2.93670812352
h2o_c + tre_c --> 2.0 glc__D_c	nan	nan	nan	0.0
h2o_p + tre_p --> 2.0 glc__D_p	nan	nan	nan	0.0
pep_c + tre_p --> pyr_c + tre6p_c	-44.9599878709	-42.57635551	-42.57635551	1.78536504717
tre_e <=> tre_p	0.0	0.0	0.0	0.0
h2o_c + trp__L_c <=> indole_c + nh4_c + pyr_c	nan	nan	nan	0.0
3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c	nan	nan	nan	0.0
indole_c + ser__L_c --> h2o_c + trp__L_c	nan	nan	nan	0.0
3ig3p_c --> g3p_c + indole_c	11.6065932183	11.6395587221	-5.47527881265	2.92830395604
