cid,dG0_f
C01847,-1405.97
C01848,     nan
C01849,     nan
C01850,-1075.16
C01851, -374.42
C01852,-1255.83
C01853, -799.85
C01854, -683.71
C01855, -845.45
C01857,  -27.78
C01860,  108.24
C01861,-1510.20
C01863,     nan
C01864,   -0.47
C01865,     nan
C01866,     nan
C01867,     nan
C01868,  -95.33
C01869, -216.81
C01870,-1158.08
C01871,   17.40
C01872,     nan
C01874,  -13.26
C01875,  -81.77
C01876,   -3.66
C01877, -436.00
C01879, -472.82
C01880, -231.09
C01881,   -3.66
C01882,-2445.67
C01883,     nan
C01884,     nan
C01885,     nan
C01887,     nan
C01888, -154.33
C01889,     nan
C01890,     nan
C01892, -287.71
C01893, -194.36
C01894,-3223.00
C01895, -956.18
C01897, -275.54
C01898,     nan
C01901,     nan
C01902,     nan
C01904, -776.03
C01905, -525.05
C01906, -916.85
C01907,-1272.27
C01909, -367.56
C01910,     nan
C01912,-1502.56
C01913,   29.95
C01915,     nan
C01917,-1354.17
C01918,     nan
C01920,-3005.21
C01921, -807.88
C01923,     nan
C01924, -266.96
C01925,-1761.18
C01926, -247.18
C01927,  -63.46
C01928,     nan
C01929,   32.15
C01930, -193.34
C01931,   -0.00
C01933, -343.75
C01934, -966.46
C01935,     nan
C01936,-4236.49
C01937, -244.81
C01938, -556.52
C01941, -866.34
C01942,-3170.11
C01943,  138.87
C01944,-3177.08
C01945,-1337.11
C01946,-1287.38
C01948,  -49.31
C01949, -123.56
C01950,  -20.57
C01951, -104.86
C01952, -348.34
C01953, -109.59
C01956,    7.18
C01957,-1283.84
C01958,     nan
C01959, -689.19
C01960,     nan
C01961, -943.47
C01962, -319.09
C01963, -186.77
C01964,  234.56
C01965, -250.55
C01967,  470.29
C01968, 1221.94
C01969, -770.04
C01970,-1579.78
C01971,-1579.78
C01972,     nan
C01977,     nan
C01978,     nan
C01983, -367.81
C01984, -367.81
C01985,     nan
C01986, -173.93
C01987,  -70.15
C01988,   88.95
C01989, -820.75
C01990,-1280.09
C01991, -500.62
C01992,     nan
C01993, -375.64
C01995,   25.01
C01996, -261.51
C01997,     nan
C01998,  123.53
C02000,     nan
C02001,  -91.28
C02002,     nan
C02003,     nan
C02004,  207.15
C02006, -339.81
C02007, -542.96
C02008, -124.57
C02009,  238.66
C02010, -350.53
C02012,     nan
C02013,-2908.14
C02014,     nan
C02015,-6137.91
C02017,     nan
C02018,  232.28
C02020, -140.34
C02021,     nan
C02022, -604.35
C02023,     nan
C02024,-1093.13
C02026,  176.23
C02027, -767.96
C02028, -685.11
C02029,  211.10
C02030,-2891.41
C02031,     nan
C02033, -863.75
C02034,     nan
C02035,     nan
C02037, -520.53
C02038,     nan
C02040,    7.76
C02041,-3093.50
C02043, -250.86
C02045, -602.33
C02046, -254.92
C02047,     nan
C02048,-1579.87
C02049,     nan
C02050,-2946.98
C02051,     nan
C02052,-2908.14
C02055,     nan
C02056,     nan
C02057, -215.78
C02058,     nan
C02059,   74.53
C02060,-3082.77
C02061,     nan
C02064, -211.66
C02065,     nan
C02066, -121.23
C02067, -795.26
C02069,     nan
C02072,-2354.04
C02073,     nan
C02074,     nan
C02075,     nan
C02076,-1072.70
C02077,     nan
C02078, -870.95
C02079,     nan
C02080, -708.15
C02081, -904.27
C02083,   26.86
C02084,-1480.97
C02085,     nan
C02086, -341.14
C02087,  241.91
C02088,  185.40
C02089,     nan
C02090,-1404.72
C02091, -487.81
C02094,  858.73
C02095, -758.51
C02096, -759.75
C02097,-2973.79
C02099,  -63.46
C02100,     nan
C02101,-3572.31
C02103,     nan
C02104, -649.61
C02105, -516.47
C02106, -501.48
C02107, -996.58
C02108, -234.25
C02110,  262.99
C02111,     nan
C02112,     nan
C02115, -512.70
C02116,  -11.17
C02117, -342.98
C02118,     nan
C02119,     nan
C02122, -451.22
C02123, -813.79
C02124, -102.73
C02125,     nan
C02126,  128.85
C02128,     nan
C02129, -451.22
C02130,-1722.34
C02131,  -69.69
C02132, -579.80
C02133,     nan
C02134, -514.70
C02135,-1061.09
C02137, -330.21
C02138, -266.09
C02139,     nan
C02140, -413.67
C02141,     nan
C02142,     nan
C02143,     nan
C02144,     nan
C02146,     nan
C02147, -281.48
C02150, -581.33
C02151, -102.04
C02153,-1385.94
C02154, -449.20
C02155, -478.64
C02159, -197.21
C02160,-2258.86
C02161,  112.56
C02162, -198.69
C02163,   -0.00
C02165, -229.63
C02166, -952.56
C02167, -820.26
C02168,  -28.60
C02170, -675.47
C02171,     nan
C02172, -275.45
C02173,     nan
C02174,     nan
C02179,     nan
C02180, -838.25
C02181, -407.60
C02183, -491.19
C02185, -178.84
C02186,     nan
C02188,     nan
C02189,     nan
C02191,     nan
C02193, -309.61
C02195, -723.88
C02196,     nan
C02197, -208.89
C02198, -451.09
C02199,-2987.76
C02200,-2997.13
C02201, -394.38
C02202,  327.02
C02203,   21.75
C02204, -759.75
C02205, -759.75
C02206, -312.00
C02207, -648.97
C02209, -915.60
C02210,     nan
C02211,     nan
C02213, -118.61
C02214, -590.96
C02216,  365.68
C02217, -418.75
C02218, -286.89
C02220, -521.86
C02221,  204.53
C02222, -705.61
C02223, -116.28
C02224, -110.64
C02225,-1152.11
C02226, -598.36
C02227,  223.07
C02229, -149.72
C02230,  141.52
C02231, -268.25
C02232,-3647.24
C02233, -458.18
C02234,  204.53
C02235, -292.19
C02236, -973.07
C02237, -461.05
C02240, -243.62
C02241,  365.68
C02242,  141.52
C02243, -325.45
C02244,     nan
C02245,     nan
C02246,     nan
C02247,-3062.23
C02248,     nan
C02249,-2772.61
C02252,     nan
C02253,   72.20
C02255,     nan
C02256, -618.99
C02257,     nan
C02261, -357.68
C02262, -767.89
C02264, -746.80
C02265, -215.78
C02266, -754.42
C02267, -165.01
C02269,     nan
C02270,     nan
C02271,  -66.09
C02272,   20.32
C02273,-1934.83
C02274, -142.33
C02277, -110.28
C02278,  -70.21
C02280,-2832.91
C02282,     nan
C02283, -405.76
C02284,-2089.18
C02287, -844.33
C02288,     nan
C02289,  -26.09
C02290, -271.05
C02291, -656.32
C02293,   91.69
C02294,   46.99
C02295, -583.79
C02297, -184.21
C02298,  -50.10
C02299,  161.76
C02301,     nan
C02303,     nan
C02304,     nan
C02305,-1075.21
C02306,     nan
C02307,     nan
C02308,     nan
C02311,  -30.37
C02314, -550.96
C02315,     nan
C02318,     nan
C02319,     nan
C02320,     nan
C02321,     nan
C02323, -241.19
C02324,     nan
C02325, -543.46
C02327,     nan
C02328, -120.40
C02330,-3322.37
C02331,-3123.25
C02332,     nan
C02333, -373.60
C02334,  276.73
C02335,-3228.73
C02336, -914.96
C02337,     nan
C02338, -758.51
C02339,     nan
C02341, -919.86
C02342,     nan
C02343,  -40.38
C02344, -128.56
C02345,  -86.74
C02347,-5554.50
C02348, -391.94
C02350, -391.94
C02351, -176.39
C02352,     nan
C02353, -801.33
C02354,-1124.88
C02355,-1342.77
C02356, -357.68
C02357, -237.87
C02359, -398.67
C02360, -823.43
C02362, -632.52
C02363, -406.81
C02364, -393.17
C02366,  -36.91
C02367, -409.43
C02370, -239.47
C02371, -388.16
C02372,  -70.15
C02373, -109.31
C02374,     nan
C02375, -305.88
C02376,  -13.87
C02377,     nan
C02378, -346.43
C02379, -547.39
C02380,     nan
C02381, -542.45
C02385, -273.92
C02389, -204.62
C02390,     nan
C02391,     nan
C02394,   56.12
C02395,  -66.97
C02399,     nan
C02400,-1966.36
C02401,     nan
C02403,     nan
C02404,     nan
C02405,-1225.84
C02410,     nan
C02411,-3452.37
C02412,     nan
C02413,-1015.88
C02415,     nan
C02419,   55.98
C02420,   51.50
C02421,  -20.57
C02424,     nan
C02426, -449.20
C02427, -459.95
C02429,     nan
C02430,     nan
C02431, -753.02
C02434,     nan
C02436,     nan
C02440,     nan
C02441, -197.76
C02442,  -57.60
C02444,     nan
C02445, -216.49
C02446,     nan
C02447,     nan
C02451,-3117.75
C02452,  -36.20
C02453,     nan
C02454,  147.74
C02455,  111.87
C02456,     nan
C02457, -330.06
C02461,     nan
C02462, -124.24
C02463,-2165.88
C02465, -260.37
C02466,     nan
C02467,-2997.13
C02469,     nan
C02470, -504.05
C02471, -872.96
C02472,     nan
C02473,     nan
C02474,     nan
C02475,     nan
C02476, -758.51
C02477, -135.60
C02478,     nan
C02479, -759.75
C02480, -498.93
C02483, -136.39
C02484, -109.73
C02485,  -26.09
C02486, -341.07
C02487, -729.99
C02488, -827.14
C02489,     nan
C02490,     nan
C02492,     nan
C02493,-2258.86
C02494,     nan
C02495, -308.77
C02496,   84.80
C02497, -337.02
C02498, -135.46
C02499,   57.80
C02501, -705.61
C02502,  -57.14
C02504, -817.50
C02505,  -41.35
C02506,     nan
C02507, -857.12
C02508,     nan
C02509,-2362.07
C02512, -299.95
C02513, -729.39
C02514, -820.26
C02515, -347.31
C02517,     nan
C02518, -403.98
C02519, -413.77
C02520,     nan
C02521,     nan
C02522, -758.51
C02525,     nan
C02526, -145.35
C02527,-1193.94
C02528, -500.04
C02530,     nan
C02532,-1362.96
C02533, -300.19
C02534,     nan
C02535,     nan
C02536,  253.77
C02537, -165.89
C02538, -895.97
C02539, -255.27
C02543,-1160.36
C02545,     nan
C02546,     nan
C02548,  201.84
C02549,-1010.34
C02553,    0.00
C02554,   -0.00
C02555, -498.88
C02557,-3520.58
C02560,   84.26
C02562,     nan
C02564, -660.35
C02565, -173.09
C02567,  -96.39
C02569,-1717.93
C02571, -580.32
C02572,-1273.66
C02574,-1468.60
C02575,    3.89
C02576,    3.88
C02577,-3269.01
C02578, -801.19
C02579,     nan
C02581,  -62.73
C02582,     nan
C02583,     nan
C02587,  -11.94
C02588,  144.96
C02589,     nan
C02590,     nan
C02591,-2409.32
C02592, -884.07
C02593,-3135.29
C02595, -255.59
C02596,  184.54
C02601,     nan
C02603,     nan
C02604, -759.75
C02605,     nan
C02607,     nan
C02611,-3282.44
C02612, -846.25
C02614, -835.71
C02615,   24.53
C02616,     nan
C02617, -112.66
C02621, -225.05
C02623,     nan
C02625, -120.57
C02627, -513.45
C02628, -326.20
C02630, -830.40
C02631, -575.60
C02632, -340.85
C02633, -918.27
C02634, -392.62
C02635, -392.62
C02636, -397.80
C02637, -725.96
C02638, -362.62
C02639, -461.09
C02640,  -16.10
C02642, -464.84
C02645,  -16.08
C02646, -147.03
C02647,  -49.13
C02648, -296.94
C02652, -794.92
C02654,     nan
C02655,-1058.16
C02656, -657.25
C02657, -417.92
C02658,     nan
C02659, -114.11
C02660,  212.98
C02661,  -55.75
C02666, -311.42
C02669, -910.26
C02670, -864.70
C02671,     nan
C02672,     nan
C02673,     nan
C02674, -582.26
C02675, -667.98
C02677,     nan
C02678, -622.43
C02679, -287.81
C02681, -790.27
C02682,     nan
C02683,     nan
C02684,     nan
C02685,     nan
C02686,     nan
C02687,     nan
C02688,     nan
C02691,  381.35
C02692, -910.26
C02693,   51.29
C02695,     nan
C02699,     nan
C02700, -434.62
C02702,     nan
C02703,-1230.42
C02704, -895.58
C02705,     nan
C02706,     nan
C02707,     nan
C02709, -144.86
C02710, -461.81
C02711, -888.63
C02712, -444.92
C02713,-1149.57
C02714, -163.32
C02715,     nan
C02716,     nan
C02717, -380.02
C02718, -262.42
C02720,  156.82
C02721, -328.28
C02722, -139.52
C02723,   -6.21
C02724,  161.47
C02725,-1893.06
C02726,  112.61
C02727, -481.32
C02728, -324.22
C02729,     nan
C02730, -650.11
C02732,     nan
C02733,     nan
C02734,     nan
C02735,  -50.03
C02736,     nan
C02737,     nan
C02739,     nan
C02740, -163.56
C02741,     nan
C02743,     nan
C02744,-1541.96
C02745,     nan
C02747,     nan
C02749,     nan
C02750,-1345.61
C02752, -134.42
C02753, -752.53
C02755,-1494.75
C02756,     nan
C02757,     nan
C02758,     nan
C02759,  -77.80
C02761,     nan
C02762,     nan
C02763, -301.83
C02764,     nan
C02765,   -4.01
C02766, -632.88
C02768,-2222.18
C02771, -349.56
C02773,     nan
C02774, -458.83
C02775, -195.39
C02777, -296.29
C02778,  102.81
C02779, -892.32
C02780,-1043.30
C02781, -745.33
C02782, -968.36
C02783, -589.49
C02784,-3254.74
C02785,  -99.90
C02787,  -23.06
C02789,     nan
C02790,     nan
C02791,   97.32
C02792,-3254.74
C02793,  -99.90
C02794, -518.85
C02796,   43.68
C02797,   -3.66
C02798,-1294.17
C02799,  -22.65
C02800, -575.19
C02801,-3221.77
C02802,-3254.74
C02803,    0.25
C02804, -493.65
C02805,     nan
C02806, -715.07
C02807, -105.08
C02808, -471.28
C02809,     nan
C02810,-1787.25
C02811, -847.88
C02812,-1485.47
C02814, -491.19
C02816,     nan
C02817,     nan
C02821, -727.75
C02822,-1293.87
C02823,     nan
C02824, -671.90
C02825,  366.85
C02827,-1624.28
C02828,  -66.90
C02834,     nan
C02835, -178.27
C02837, -136.94
C02838, -534.26
C02839,    0.00
C02840,     nan
C02843,-3211.90
C02845, -130.53
C02846,  179.26
C02847,     nan
C02848,     nan
C02850,     nan
C02851,     nan
C02852, -734.89
C02853,     nan
C02854,  -29.28
C02855,-1842.16
C02856,-1579.39
C02857,     nan
C02858,     nan
C02860,     nan
C02862, -562.12
C02863,     nan
C02864, -186.07
C02866,     nan
C02867,     nan
C02868, -987.37
C02869,     nan
C02871,     nan
C02872,     nan
C02876,-1200.90
C02879,-1244.42
C02880,     nan
C02882,     nan
C02884,-3375.19
C02885,     nan
C02886, -879.81
C02887,-1338.65
C02888,-1749.65
C02890, -491.60
C02892,    4.95
C02893,  -73.10
C02894,-1455.39
C02895,-1635.00
C02896,  -42.58
C02897,     nan
C02899,     nan
C02900,     nan
C02903, -142.76
C02904, -274.32
C02905,     nan
C02906,-1249.49
C02909,   52.03
C02912, -332.18
C02914,-1213.59
C02915, -508.08
C02916, -504.32
C02917, -332.18
C02918,   -5.12
C02919,-1437.30
C02920, -303.83
C02921,  -80.45
C02922, -565.90
C02923, -287.25
C02924, -137.65
C02926, -278.71
C02927,-1463.38
C02928, -933.70
C02929,     nan
C02930, -587.56
C02932, -260.29
C02933, -323.72
C02934, -204.26
C02937,  260.81
C02938,  276.39
C02939,-3195.29
C02940,   -3.66
C02941,   33.90
C02942, -413.67
C02943, -382.48
C02944,-3068.99
C02945,  -26.95
C02946, -481.10
C02947, -922.34
C02948, -275.82
C02949,-3280.12
C02951,  -25.64
C02952, -381.23
C02953, -211.05
C02954, -496.48
C02956,  -26.95
C02957, -155.19
C02960,     nan
C02961, -521.37
C02962,-1756.83
C02964,-1579.78
C02965,-1756.83
C02967,     nan
C02970,  102.86
C02972,     nan
C02975, -416.25
C02977,-2670.49
C02979,-1325.69
C02980, -252.08
C02982, -380.58
C02983,  -86.77
C02984,     nan
C02985,-1592.28
C02986,     nan
C02987,     nan
C02988,    0.00
C02989,     nan
C02990, -476.40
C02991, -747.69
C02992,    0.00
C02993, -456.14
C02994, -752.53
C02995,-2421.01
C02996,  -65.07
C02997, -306.19
C02998,     nan
C02999,-1277.49
C03000,     nan
C03001, -252.77
C03002, -333.57
C03003, -893.61
C03004, -357.38
C03005, -172.07
C03007,   97.70
C03009,-1511.28
C03010,-1356.60
C03011,     nan
C03012, -197.97
C03015, -348.38
C03016,     nan
C03017, -563.98
C03018,     nan
C03019,-1006.98
C03021,     nan
C03022,     nan
C03023,     nan
C03024,     nan
C03025,     nan
C03027, -278.28
C03028,-2434.85
C03029,     nan
C03030, -566.37
C03031,-1573.04
C03032,     nan
C03033,     nan
C03034,-3151.32
C03035,-2866.76
C03036, -973.76
C03037, -254.67
C03039, -127.13
C03040, -973.76
C03042, -405.24
C03043,   -9.93
C03044, -324.91
C03045, -405.24
C03046, -327.34
C03047,  144.67
C03049, -377.38
C03050, -197.21
C03051,  -26.95
C03052,-1249.49
C03056, -260.29
C03057, -331.78
C03058,-3691.80
C03059, -667.55
C03062,-1609.09
C03063, -698.65
C03064, -782.56
C03065, -273.70
C03066, -844.55
C03067, -207.98
C03068, -207.93
C03069,-3119.00
C03070, -306.50
C03071,     nan
C03072,  -26.95
C03074,  -75.51
C03076, -195.94
C03077, -226.44
C03078,  -99.49
C03079, -844.55
C03080, -402.10
C03081,  -44.36
C03082,-1548.76
C03083,     nan
C03084,     nan
C03085,     nan
C03086,     nan
C03087, -474.14
C03088, -388.84
C03089, -564.57
C03090,-1451.38
C03091,   51.70
C03092, -239.58
C03093, -248.30
C03095,     nan
C03097, -801.19
C03098,     nan
C03101,     nan
C03103,     nan
C03104,-1355.15
C03105,     nan
C03106,     nan
C03107, -904.78
C03108, -833.27
C03109,-1442.67
C03110,     nan
C03112,-1166.50
C03113, -742.98
C03114,  240.24
C03115,-2469.81
C03117,-2670.49
C03120,     nan
C03121,     nan
C03122,     nan
C03124, -362.62
C03125,     nan
C03126,-1794.36
C03127,    0.00
C03129,     nan
C03130,     nan
C03134, -110.31
C03135,     nan
C03136, -888.63
C03137, -243.88
C03139, -598.67
C03140, -591.71
C03141, -217.41
C03142, -559.49
C03145, -402.66
C03146,-1045.72
C03147, -686.96
C03148,     nan
C03149,-1520.45
C03150, -553.19
C03151,     nan
C03152,     nan
C03153, -495.25
C03154,-1526.87
C03156,-1604.15
C03157,     nan
C03160,-3511.52
C03161,     nan
C03162,     nan
C03164, -107.91
C03166,-1150.53
C03167, -962.98
C03168,     nan
C03169, -374.30
C03170,-1321.68
C03172, -345.78
C03173, -321.26
C03174,-1387.69
C03175,-1653.90
C03176,     nan
C03177,-1517.49
C03178, -430.15
C03179,     nan
C03183, -412.67
C03184,     nan
C03185,     nan
C03186,     nan
C03187,-2816.70
C03188,-3546.52
C03189,-1330.50
C03190,-1875.17
C03193,     nan
C03194, -191.93
C03195, -405.24
C03196, -840.23
C03197, -502.75
C03198, -570.96
C03199, -658.15
C03200,-2243.96
C03201,     nan
C03203, -328.65
C03204, -630.87
C03205, -243.40
C03206, -989.65
C03207, -104.73
C03209, -145.35
C03210, -646.61
C03212,  -86.98
C03214, -479.30
C03215,-1125.13
C03217, -945.05
C03218, -175.35
C03219,   35.91
C03220,  147.52
C03221,-3068.99
C03223, -955.69
C03224, -215.62
C03225, -249.25
C03226,  609.62
C03227, -518.85
C03228, -274.79
C03230,  -57.56
C03231,-3446.65
C03232,-1453.17
C03233, -955.69
C03235, -610.75
C03236,     nan
C03237,-3355.06
C03238,   51.70
C03239, -468.05
C03240, -785.50
C03241, -401.36
C03242,    8.58
C03243,  -34.88
C03245,     nan
C03246,-3286.90
C03248, -692.08
C03251,-1747.18
C03254,     nan
C03256, -279.64
C03259,     nan
C03260,     nan
C03263, -954.94
C03264, -486.13
C03267,-1737.69
C03268,     nan
C03269, -875.52
C03272,     nan
C03273, -453.58
C03274,-1380.95
C03277, -292.92
C03280,     nan
C03281,-2387.61
C03283, -374.51
C03284, -357.68
C03287,-1535.74
C03289, -751.99
C03290, -375.00
C03291,-1597.40
C03292, -424.56
C03293, -183.00
C03294,     nan
C03296, -715.35
C03297,     nan
C03298, -149.09
C03299, -520.33
C03300, -228.40
C03302,     nan
C03303,     nan
C03305,  133.03
C03306,     nan
C03309, -199.72
C03311,  133.42
C03312,-1663.25
C03313,   22.95
C03314, -445.98
C03315,     nan
C03317,     nan
C03318,     nan
C03319,-2816.70
C03323,-1574.91
C03325, -425.18
C03326, -857.92
C03328, -820.18
C03329, -488.95
C03330,     nan
C03336,     nan
C03338, -490.40
C03339,-2344.45
C03340, -518.00
C03341, -472.11
C03342,-1085.95
C03343, -469.95
C03344,-3316.91
C03345,-3119.00
C03347, -276.63
C03348, -588.24
C03349, -784.04
C03351, -234.32
C03352, -236.25
C03354,    3.49
C03356,-1655.47
C03357,-3342.51
C03359, -101.94
C03360,     nan
